DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,HasTitle,HasFavicon,Robots,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfCSS,NoOfEmptyRef,label
75,0,210,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
21,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
17,0,93,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
11,0,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,98,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,5,0,1
14,0,99,2,2,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,9,0,1
15,0,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
21,0,89,3,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,13,-1,1
33,0,341,2,2,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,1
15,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,285,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,1
24,0,90,3,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,34,0,1
26,0,348,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,3,1
20,0,251,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,4,1
36,0,182,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,90,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0
16,0,80,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,94,3,1,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,6,8,1
14,0,103,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,0,101,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,48,2,1
22,0,189,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1
20,0,92,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,6,3,1
15,0,350,2,1,0,1,0,0,0,0,1,4,0,1,1,1,0,1,0,9,-1,1
18,0,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,0,44,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,0,96,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0
19,0,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,233,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
28,0,139,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,9,1,1
17,0,256,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-2,1
31,0,96,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,15,10,1
20,0,52,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
21,0,105,3,1,0,1,0,1,0,0,0,5,0,1,1,0,1,1,0,11,2,1
16,0,132,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1
28,0,91,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,93,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
19,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0,339,2,2,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,37,5,1
28,0,248,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,5,4,1
26,0,117,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,9,3,1
35,0,90,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,0,212,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0,183,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0
20,0,235,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,100,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,11,6,1
23,0,95,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,15,1,1
21,0,93,3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1
15,0,58,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,6,-1,1
18,0,101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
27,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,366,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,256,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,8,1,1
28,0,101,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,12,3,1
28,0,99,3,1,0,1,0,1,0,0,0,2,0,1,1,0,1,1,0,28,3,1
18,0,176,2,1,0,1,1,1,0,0,0,4,0,1,1,0,0,1,0,15,1,1
19,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
22,0,257,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,1
32,0,80,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1
21,0,75,2,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,22,4,1
17,0,134,2,1,0,1,1,0,0,0,0,3,0,1,1,0,1,0,0,2,1,1
19,0,77,2,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,10,2,1
28,0,95,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,0
23,0,49,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
16,0,91,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,8,0,1
17,0,342,2,2,0,1,1,1,1,0,2,2,0,1,1,1,1,1,0,21,3,1
19,0,94,3,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1
23,0,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
25,0,94,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,18,0,1
19,0,272,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28,0,244,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
17,0,45,2,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,1
21,0,45,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0,304,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,0
19,0,178,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
21,0,264,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,-1,1
19,0,96,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
16,0,50,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,70,2,1,0,1,1,0,0,0,0,5,0,1,1,0,1,0,0,1,1,1
47,0,98,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,99,3,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,3,0,1
16,0,268,2,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,21,1,1
24,0,256,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,1
20,0,99,3,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0
20,0,100,3,1,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,6,5,1
14,1,19,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,259,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,298,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,97,3,1,0,1,0,1,0,0,0,4,0,0,1,0,1,1,1,15,5,1
17,0,332,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,16,-1,1
39,0,108,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
11,0,136,2,1,0,1,0,0,0,0,0,2,1,1,1,0,1,1,0,8,6,1
24,0,39,2,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,14,5,1
16,0,86,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,282,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,5,1,1
19,0,181,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,95,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,-1,1
24,0,125,3,1,0,1,1,0,1,0,0,6,0,1,1,0,0,0,0,6,-1,1
12,0,55,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1
27,0,52,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
24,0,239,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,1
15,0,94,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1
17,0,94,3,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,5,15,1
26,0,94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
16,0,93,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
15,0,98,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,4,0,1
15,0,262,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1
23,0,246,2,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,33,0,1
7,0,183,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
22,0,94,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,27,15,1
13,0,176,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,8,1
40,0,100,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,0,108,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1
16,0,138,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
18,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
15,0,97,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,1
18,0,92,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,-1,1
10,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
29,0,366,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
33,0,184,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
22,0,96,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,1
20,0,125,2,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,16,1,1
18,0,93,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,99,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,39,4,1
15,0,97,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,95,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1
23,0,268,2,1,0,1,0,1,0,0,4,3,0,1,1,0,0,0,0,18,19,1
17,0,49,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,335,2,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,5,2,1
17,0,340,2,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,16,27,1
17,0,342,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,19,11,1
14,0,95,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
38,0,91,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,0,95,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,1
17,0,97,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0
38,0,112,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,0,102,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
21,0,98,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,1
44,0,114,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,350,2,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,11,1,1
22,0,95,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7,2,1
18,0,147,3,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,4,5,1
19,0,98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
31,0,68,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39,0,94,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,90,3,1,0,1,1,0,0,0,0,19,0,1,1,1,1,1,0,3,0,1
14,0,97,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,1
25,0,94,3,1,0,1,0,1,0,0,7,1,0,1,1,0,0,1,0,13,3,1
21,0,91,3,1,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,46,2,1
18,0,91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
11,0,238,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1
16,0,96,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
34,0,99,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,92,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,0,263,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,40,3,1
17,0,189,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,5,3,1
20,0,179,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,11,0,1
24,0,95,3,1,0,1,1,0,0,0,0,21,0,1,0,0,0,1,0,3,0,1
18,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,0,240,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,1
20,0,97,3,1,0,1,0,1,0,0,0,5,0,1,1,0,1,1,0,12,-1,1
32,0,346,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,14,1
14,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
18,0,264,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1
18,0,115,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,0,95,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1,0
17,0,245,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9,14,1
18,0,254,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1
45,0,98,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
20,0,164,2,3,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,7,1,1
21,0,107,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1
20,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,26,3,1
18,0,100,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,13,1,1
28,0,260,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,262,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,14,3,1
17,0,180,2,1,0,1,1,1,0,0,1,4,0,1,1,0,0,0,0,37,0,1
30,0,99,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,-1,0
17,0,90,2,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,7,7,1
36,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,218,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0
28,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,96,3,1,0,1,1,1,0,0,0,12,0,1,1,0,0,0,0,56,8,1
77,0,92,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1
39,0,246,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,92,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,1,1
13,0,243,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
20,0,100,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1
12,0,257,3,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,4,1,1
37,0,186,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
11,0,105,2,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,15,5,1
24,0,94,3,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,-1,-1,1
19,0,351,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1
20,0,286,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,264,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,46,10,1
27,0,170,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,100,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1
16,0,258,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,3,5,1
28,0,91,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
16,0,101,3,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,2,-1,1
21,0,250,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,26,3,1
12,0,152,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0
33,0,102,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
24,0,100,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,10,0,1
18,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,-1,0
19,0,71,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0,108,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1,1
19,0,95,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,0,91,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,0,90,3,1,0,1,0,0,0,0,0,20,0,1,1,1,1,1,0,3,5,1
11,0,100,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1
16,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,10,2,1
16,0,70,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1
23,0,97,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
21,0,95,3,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,39,1,1
21,0,262,3,1,0,1,0,1,0,0,0,8,0,1,1,0,0,0,0,16,1,1
16,0,257,3,1,0,1,0,0,0,0,0,9,0,0,1,1,0,1,0,13,-1,1
15,0,330,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
22,0,89,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
35,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
14,0,126,3,1,0,1,1,1,1,0,0,2,0,1,1,0,1,1,0,4,1,1
11,0,300,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,0,98,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,4,1,1
14,0,90,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1
27,0,344,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1
27,0,183,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,250,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,13,1
24,0,90,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0
22,0,41,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,306,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,9,1,1
25,0,111,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
13,1,31,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,250,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,2,1
18,0,97,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,12,4,1
15,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,103,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,16,0,1
20,0,92,3,1,0,1,1,1,0,0,0,6,0,1,1,0,0,0,0,18,7,1
25,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
18,0,111,2,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,24,3,1
12,0,251,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
11,0,99,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
33,0,99,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0
23,0,345,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,20,1,1
10,0,246,2,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,19,0,1
32,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
43,0,115,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,99,3,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,7,12,1
19,0,100,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
18,0,47,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
15,0,115,2,1,0,1,1,1,0,0,0,8,1,1,1,0,1,0,0,7,12,1
18,0,266,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
18,0,98,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21,0,256,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,16,70,1
20,0,262,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1
18,0,221,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,0
18,0,93,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
19,0,259,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,89,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,10,0,1
19,0,183,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,-1,1
22,0,94,3,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,34,0,1
18,0,101,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1
74,0,200,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,94,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,24,1,1
45,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,173,4,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,3,51,1
84,0,91,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,0,299,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,99,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,1,0,1
13,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1
24,0,94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,97,3,1,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,32,0,1
10,0,61,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1
19,0,251,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,-1,1
10,0,345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,102,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,19,1,1
12,0,258,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1
16,0,104,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
14,0,129,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,32,1,1
20,0,41,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
14,0,90,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,11,11,1
39,0,115,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0
76,0,103,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,97,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,2,1
29,0,270,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
23,0,241,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,300,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,93,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1
12,0,182,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,1
13,0,271,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,7,0,1
