DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,LineOfCode,HasTitle,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfImage,NoOfCSS,NoOfJS,NoOfEmptyRef,label
34,0,181,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,5,0,6,0
23,0,81,3,2,0,2,1,1,0,0,0,0,0,5,0,1,1,1,0,1,0,0,10,21,3,0
10,0,255,3,0,0,1198,1,1,0,1,0,0,2,4,0,1,1,0,0,0,0,0,11,11,9,0
44,0,67,3,1,0,2,1,1,0,1,0,0,0,4,0,0,1,1,0,0,0,0,3,10,2,0
22,0,156,3,1,0,1936,1,1,0,1,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0
9,0,154,3,3,0,133,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,35,0,25,1,0
19,0,98,4,1,0,3979,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,90,15,0,23,1
32,0,82,3,1,1,3871,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,25,3,1
18,0,110,3,1,0,2,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,10,13,0,0
23,0,128,3,0,0,1896,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,92,12,3,0,1
6,0,129,4,0,1,699,1,1,0,0,0,0,0,5,0,1,0,1,0,0,0,87,20,15,6,1
4,0,254,3,1,0,3278,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,3,4,14,0,0
34,0,198,2,2,0,2352,1,1,1,0,0,0,4,0,0,0,1,0,0,0,0,122,17,5,28,1
26,0,297,3,1,1,2,1,0,1,0,0,0,6,2,0,1,0,0,0,0,0,43,0,14,0,1
22,0,34,4,1,0,294,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,21,2,28,0,0
40,0,271,3,1,0,242,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,19,58,13,1
11,0,97,2,2,0,543,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,16,0,0,12,0
28,0,168,3,2,0,2259,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,126,9,16,0,1
19,0,145,2,1,1,2,0,1,0,1,0,0,1,5,0,1,1,0,0,1,0,144,9,18,0,1
23,0,185,3,1,0,3903,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
16,0,266,2,1,0,3366,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,32,9,17,10,1
23,0,159,3,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,5,10,0,0
31,0,178,2,1,2,1455,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,81,15,5,9,1
30,0,87,3,2,0,79,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,24,0,11,29,0
18,0,170,3,2,0,2019,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,9,13,0
23,0,156,2,1,1,1212,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0,89,2,35,8,0
24,0,2,3,2,1,2,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,70,3,4,0,0
10,0,197,2,1,0,1356,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,144,11,0,0,0
23,0,2,2,1,0,984,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,78,6,50,20,1
16,0,2,4,1,0,282,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,12,0,1
24,0,106,3,1,0,577,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,29,0,14,1
13,0,187,3,2,0,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,223,14,0,13,1
25,0,114,2,1,0,2,1,0,0,1,0,0,3,0,0,0,1,0,1,1,0,98,12,0,4,1
39,0,262,2,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,26,1
8,0,149,2,1,0,2,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,138,3,3,0,1
14,0,196,2,0,0,4134,0,0,0,1,0,0,0,13,0,1,1,0,0,0,0,141,0,0,11,1
4,0,141,3,0,0,1055,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,8,23,14,1
27,0,228,3,1,1,1815,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,17,18,0
23,0,135,3,2,0,2560,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,21,24,29,20,0
4,0,113,2,2,0,4466,1,0,1,0,0,0,3,10,0,0,1,0,0,1,0,0,20,21,0,1
31,0,127,3,1,0,1897,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,80,4,0,2,1
19,0,73,2,2,0,47,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,80,0,37,0,1
4,0,22,4,1,0,2947,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,182,13,6,0,1
16,0,300,3,1,0,2096,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,57,12,8,34,0
24,0,149,3,1,0,792,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,97,0,7,0,0
30,0,184,3,1,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,111,12,24,0,1
23,0,279,3,0,1,2,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,97,8,3,0,0
21,0,204,3,2,0,2090,1,1,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,5,0,1
30,0,243,3,2,0,3207,1,0,0,1,0,0,3,6,0,0,1,0,0,0,0,109,2,17,30,0
8,0,64,3,1,0,5700,1,1,0,0,0,0,2,7,0,0,0,0,1,1,0,5,12,40,0,1
34,0,107,3,2,0,86,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,5,0,10,1
22,0,172,3,1,0,2313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,189,9,0,0,1
24,0,266,2,1,0,2223,1,0,1,1,0,0,1,6,0,0,0,0,1,0,0,7,6,5,0,1
7,0,23,2,1,0,2,1,1,0,0,0,0,0,8,0,1,0,1,0,0,0,89,0,3,19,0
14,0,102,4,1,0,3791,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,2,5,41,0,1
31,0,223,3,2,0,1781,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,28,0,0
16,0,237,3,2,0,3609,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,24,20,19,31,0
4,0,2,3,2,0,1467,1,1,1,0,0,0,1,7,0,1,0,0,0,0,0,102,13,0,1,1
7,0,102,4,1,0,2,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,68,0,23,26,1
16,0,53,4,1,0,3213,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,150,2,28,0,0
33,0,22,3,1,1,1538,1,1,1,1,0,0,5,5,0,0,1,1,0,0,0,0,25,6,0,1
24,0,103,3,0,0,2,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,34,37,0,0
40,0,217,3,2,0,351,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,9,0
26,0,129,4,1,0,3342,1,0,0,1,1,0,3,5,0,0,1,0,0,0,0,105,8,4,0,1
28,0,116,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,29,2,0
8,0,91,2,2,0,5322,1,0,1,0,0,0,2,9,0,0,0,0,1,0,0,27,2,0,0,1
20,0,166,3,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,27,0,0
38,0,109,3,1,1,4772,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,124,9,0,0,1
14,0,204,2,1,0,2534,1,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,13,35,1
16,0,199,3,1,0,6065,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,76,27,0,3,1
21,0,61,3,1,0,2,1,0,1,1,1,0,0,8,0,0,1,1,0,0,0,115,1,15,0,0
34,0,159,3,1,0,2,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,86,13,10,0,0
34,0,174,2,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,19,25,24,35,1
15,0,144,3,2,0,2096,1,0,1,1,0,0,0,9,0,0,0,0,0,0,0,80,14,36,13,0
25,0,234,3,0,0,2,1,0,1,0,0,0,0,7,0,0,0,0,1,1,0,0,24,8,0,1
14,0,153,3,1,1,2,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,14,0,0,3,1
15,0,205,2,1,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,0
7,0,275,3,0,0,1592,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,79,0,0,0,1
13,0,161,2,2,0,1148,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,17,53,4,1
28,0,2,3,0,0,3513,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,6,0,0,2,1
21,0,144,4,2,0,2536,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,30,13,0,0
9,0,236,2,2,0,833,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,16,33,0,0
19,0,179,3,0,0,2,1,0,0,0,0,0,0,3,0,1,1,0,1,1,0,0,19,0,13,0
31,0,260,3,1,1,1690,0,0,1,1,0,0,1,2,0,1,0,1,1,1,0,37,0,21,22,1
22,0,81,3,3,0,3702,1,0,1,0,0,0,0,3,0,1,1,0,0,0,0,5,0,0,4,1
30,0,104,3,1,1,2,1,0,0,1,1,0,3,6,0,1,0,0,0,0,0,95,0,0,5,1
16,0,2,3,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,18,24,14,0
46,0,218,3,0,0,3613,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,131,7,16,0,0
32,0,70,3,0,0,420,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,99,18,25,0,0
14,0,204,2,1,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,76,4,26,1,0
8,0,124,3,1,0,3025,1,0,1,1,0,0,1,3,0,0,1,0,0,0,0,34,0,0,19,1
37,0,191,2,2,0,170,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,88,0,20,18,1
27,0,197,3,1,0,3112,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,63,0,22,4,0
13,0,37,3,1,0,3758,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,31,0,0,0
14,0,273,2,2,0,4597,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,33,10,1
18,0,131,3,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,123,0,5,7,1
41,0,279,3,1,0,3412,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,17,12,0
31,0,87,4,2,0,3690,1,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,22,5,17,0
19,0,178,3,1,0,2,1,1,0,0,0,0,0,13,0,1,1,0,0,1,0,0,0,0,0,1
22,0,147,3,2,0,1258,1,1,1,0,0,0,3,3,0,1,0,0,0,0,0,66,1,14,0,1
6,0,19,3,1,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,53,19,29,10,0
16,0,217,5,0,0,3346,1,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,11,0,0,0
26,0,289,2,1,0,2,1,1,0,1,0,0,1,4,0,0,1,0,0,0,0,27,8,0,0,1
32,0,263,3,1,0,3635,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,8,7,11,1,1
26,0,145,3,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,31,13,0,10,0
24,0,5,2,1,0,1463,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,12,7,0,1
21,0,123,3,2,0,2,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,50,0,1
25,0,306,3,2,0,2647,1,0,0,1,1,0,5,0,1,0,1,1,0,1,0,52,0,14,31,1
33,0,109,2,0,0,3577,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
46,0,114,3,2,0,2286,1,0,0,0,0,0,6,0,0,0,1,0,1,0,0,46,3,10,11,1
30,0,116,3,1,0,3623,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,72,14,0,22,1
16,0,85,4,2,0,4220,1,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,20,13,0,0
7,0,41,2,1,0,1967,1,1,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,9,28,0
7,0,80,3,1,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,8,14,2,0
20,0,244,2,1,0,2,1,0,1,1,0,0,0,6,0,0,1,1,0,0,0,0,9,42,21,1
28,0,132,3,0,1,2,0,1,0,1,0,0,3,3,0,0,1,0,0,0,0,2,10,16,3,1
17,0,70,2,1,0,2131,1,0,1,1,0,0,4,1,0,1,1,0,1,0,0,60,2,52,25,0
29,0,158,2,1,1,2,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,59,5,2,0,0
35,0,121,3,0,0,1880,1,1,0,1,0,0,0,5,0,0,1,0,0,1,0,6,10,20,0,1
32,0,102,2,1,0,3287,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,42,0,0,0,1
13,0,144,3,1,0,2,1,0,0,0,0,0,0,16,0,0,1,0,0,1,0,0,5,12,3,0
38,0,93,2,1,0,2376,1,0,0,1,0,0,4,4,0,0,0,0,0,0,0,187,11,34,0,0
25,0,38,4,1,1,1467,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,68,1,31,0,0
13,0,182,3,0,0,2657,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,45,13,27,0,1
18,0,258,2,1,0,3843,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,14,22,1
12,0,172,2,1,1,1792,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,7,0,3,1
17,0,118,3,1,0,2271,1,0,0,1,0,0,5,3,0,1,0,0,0,0,0,68,0,4,14,0
36,0,161,4,1,0,651,1,1,0,0,1,0,2,0,0,1,0,1,1,0,0,56,12,10,26,0
18,0,181,3,1,1,2150,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10,9,0
23,0,218,3,0,0,1334,1,0,0,1,0,0,2,0,0,1,0,1,1,0,0,38,0,0,18,1
22,0,307,3,1,0,4114,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,56,9,17,2,1
31,0,101,3,1,0,2228,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,29,7,8,2,0
29,0,197,3,0,0,747,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,28,10,15,0,0
17,0,2,3,1,0,2153,1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,7,12,12,0,1
21,0,171,2,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,21,7,0
25,0,291,2,2,0,2,1,0,1,1,0,0,0,3,0,1,0,0,0,1,0,0,20,2,16,0
23,0,208,3,1,1,164,1,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,22,27,0,0
19,0,31,3,1,0,2348,0,0,0,1,0,0,1,8,0,1,0,0,0,0,0,57,0,12,0,1
30,0,123,2,1,0,2160,1,0,1,1,0,0,0,6,0,0,0,1,0,0,0,8,0,0,2,1
20,0,133,3,0,0,2,1,1,0,0,1,0,0,6,0,1,0,0,0,0,0,11,0,0,14,1
18,0,97,3,0,0,52,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28,0,15,0,1
25,0,74,3,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,9,10,12,0
20,0,110,3,1,1,3722,0,1,1,1,0,0,4,6,0,1,0,0,0,0,0,0,27,32,13,1
32,0,2,3,1,0,969,1,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,14,12,20,1
18,0,229,2,2,1,2,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,67,0,8,13,1
22,0,161,4,2,0,2,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,211,10,29,9,1
41,0,294,2,1,1,1389,0,1,0,1,0,0,4,6,0,1,0,0,0,0,0,0,5,23,0,1
26,0,189,3,1,0,1614,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,1,10,0
17,0,97,4,1,0,1115,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,23,0,1
24,0,141,2,1,1,2,1,1,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,11,0,1
34,0,4,3,1,0,1367,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
17,0,179,4,1,0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,103,6,9,40,1
39,0,102,2,2,0,4714,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0
25,0,156,3,1,0,78,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,77,19,1,0,1
16,0,63,2,2,0,2535,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,8,3,0,1
6,0,245,3,2,0,2054,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,156,11,8,0,0
15,0,280,3,1,0,2629,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,5,23,0
42,0,149,2,1,0,3548,1,1,1,0,1,0,3,2,0,0,0,0,1,1,0,0,8,8,16,1
18,0,247,3,1,0,4988,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,123,11,12,0,0
29,0,2,3,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,48,8,33,10,1
44,0,241,3,1,0,2266,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,42,6,17,8,0
21,0,112,3,2,0,2894,1,0,1,0,1,0,4,0,0,0,1,0,1,0,0,32,3,11,7,1
30,0,123,4,1,0,3719,1,1,1,1,0,0,0,6,0,0,1,0,0,0,0,54,15,0,2,1
35,0,133,3,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,31,10,8,0,0
28,0,217,3,2,1,977,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,44,14,22,0,0
26,0,363,2,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,7,14,1
14,0,56,2,1,0,2407,1,1,0,1,0,0,0,6,0,0,1,0,0,0,0,30,0,23,0,1
24,0,145,3,1,1,2,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,21,0,8,0,1
27,0,81,3,2,0,1184,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,49,4,15,0,0
9,0,2,2,2,0,1782,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0,23,22,1
9,0,321,3,1,0,2995,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,65,0,0,21,0
27,0,262,2,1,0,2,0,1,0,1,0,0,4,4,0,0,0,1,0,1,0,0,0,15,14,1
35,0,200,4,2,0,5874,1,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,3,22,1
17,0,273,4,0,0,1701,1,1,0,0,0,0,0,7,0,1,1,0,0,0,0,66,23,42,0,1
27,0,283,3,1,0,3589,0,1,0,1,1,0,0,8,0,0,1,0,1,0,0,0,4,13,0,0
12,0,265,3,1,0,1685,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,20,23,4,0,0
27,0,181,4,1,0,365,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,16,0,11,1
25,0,207,3,1,0,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,64,16,19,0,0
20,0,85,3,1,0,1994,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,10,0,34,1
47,0,115,3,1,0,4101,1,0,0,1,0,0,0,7,0,0,0,0,0,1,0,100,3,6,9,1
35,0,102,3,1,0,5287,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0
16,0,239,2,1,0,2384,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,13,13,16,4,1
35,0,177,3,1,1,4025,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,9,0,36,0,1
25,0,2,3,1,0,3046,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,30,10,26,19,0
30,0,67,2,2,1,2,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,12,40,0,0
24,0,2,3,1,0,6749,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,2,0,4,0
17,0,180,2,1,0,3003,1,1,1,1,0,0,0,3,0,1,0,0,0,0,0,173,18,8,0,1
44,0,158,3,1,1,3235,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,26,8,16,1
32,0,189,3,1,0,2,1,0,0,1,0,0,1,10,0,0,0,0,0,0,0,106,0,20,23,0
18,0,181,2,1,0,138,0,1,0,0,0,0,3,7,0,0,1,0,0,0,0,64,0,2,0,1
27,0,207,3,1,0,2,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,20,2,0,0
16,0,155,3,0,0,2711,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,21,1
30,0,45,3,1,1,2,1,1,1,0,0,0,7,4,0,1,0,0,1,0,0,190,0,22,15,0
25,0,116,2,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14,31,0,1
4,0,218,3,2,0,491,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,5,3,10,0
34,0,139,4,1,0,4516,1,1,0,1,0,0,2,3,0,0,0,1,1,1,0,202,0,0,0,1
22,0,242,3,1,1,4949,1,0,1,1,0,0,4,0,0,0,0,0,0,1,0,73,3,0,0,0
28,0,148,2,2,0,650,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,59,0,0,6,0
29,0,2,4,1,0,69,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,26,0,0
24,0,105,3,0,1,1295,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,36,11,7,6,0
19,0,2,2,2,0,2796,1,0,0,0,0,0,1,12,0,1,1,0,1,0,0,30,0,28,0,0
35,0,194,2,1,0,2,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,29,0,1,0
30,0,36,3,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,157,5,12,4,1
18,0,227,4,1,0,2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,13,0,0,1
40,0,146,3,1,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,7,0,0,0
20,0,327,2,2,0,4240,0,0,0,1,1,0,0,9,0,0,0,1,0,1,0,97,13,5,0,1
4,0,134,4,2,0,112,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,49,17,39,0,1
28,0,157,3,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0,21,1
41,0,155,3,0,0,4325,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,10,1
26,0,72,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,15,16,0,1
30,0,128,2,2,1,2007,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,13,0,22,0,0
27,0,26,3,1,0,2,1,0,1,1,0,0,1,5,0,1,0,0,0,1,0,86,13,0,9,0
24,0,147,3,2,1,2121,1,0,1,0,1,0,4,6,0,0,0,0,0,0,0,13,5,10,8,0
17,0,194,4,1,1,234,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,11,27,0
28,0,199,3,2,0,845,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1
15,0,91,3,2,0,2,1,0,1,1,0,0,2,6,0,1,0,0,0,0,0,169,5,0,17,0
33,0,148,4,1,0,2,1,0,0,1,0,0,3,2,0,0,1,0,0,0,0,8,1,18,1,1
28,0,242,2,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,90,10,12,16,0
7,0,43,3,0,0,5078,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10,12,0
22,0,337,3,2,1,5389,1,0,1,0,0,0,1,8,0,0,0,0,0,0,0,62,0,12,0,1
29,0,251,3,1,0,3947,1,1,0,1,1,0,0,6,0,1,0,0,0,0,0,79,0,11,0,1
23,0,251,2,2,0,6271,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,114,15,3,0,0
6,0,185,3,1,0,2,1,1,0,1,0,0,0,4,0,1,0,0,1,0,0,75,0,4,4,1
24,0,53,2,1,1,3569,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,36,0,0
11,0,221,3,0,0,2,1,1,1,1,0,0,0,2,0,0,0,1,1,0,0,39,23,21,12,1
4,0,2,3,2,0,1155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,19,1
30,0,105,2,1,0,4931,1,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,10,12,0,1
28,0,244,3,1,0,220,1,0,0,0,1,0,3,3,0,1,1,0,0,0,0,49,17,33,1,0
31,0,243,3,1,1,2902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,30,0
19,0,139,3,0,0,2047,1,0,0,1,0,0,3,11,0,0,1,0,0,0,0,52,0,0,6,0
16,0,270,3,1,0,2,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,104,9,5,3,0
13,0,69,2,1,1,646,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,15,6,1
30,0,124,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,20,15,1
15,0,111,3,1,0,2,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,89,14,18,10,1
13,0,118,4,1,0,290,1,0,0,0,0,0,4,9,0,0,1,0,0,1,0,41,20,12,28,1
34,0,213,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,60,6,14,21,1
25,0,173,3,2,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,74,0,15,4,0
22,0,163,2,2,1,4680,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,17,12,0,6,1
25,0,260,2,1,0,2,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,9,4,1
15,0,253,2,1,0,4513,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,17,18,0,0
14,0,170,3,3,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,95,10,12,0,1
9,0,68,3,1,0,2,1,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,7,10,1
18,0,7,2,1,0,1970,1,1,0,1,0,0,0,7,0,1,0,0,0,0,0,0,8,11,13,1
22,0,176,3,1,0,2,1,1,0,0,0,0,2,10,0,0,1,0,0,1,0,128,29,18,2,0
12,0,57,2,1,0,1870,1,0,0,1,0,0,1,4,0,1,1,0,0,0,0,41,14,18,10,1
6,0,217,2,0,0,3402,1,1,0,1,0,0,0,6,0,1,1,0,0,0,0,64,12,11,13,1
23,0,198,3,1,1,2,1,0,1,1,0,0,0,5,0,1,0,0,0,0,0,0,4,7,20,0
4,0,66,2,1,0,406,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,1
16,0,240,3,1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,37,14,9,0,1
17,0,2,2,1,0,108,1,1,1,1,0,0,1,10,0,0,0,1,0,1,0,0,11,0,0,1
10,0,62,3,0,0,465,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6,38,2,1
4,0,215,3,2,0,2,1,1,0,0,1,0,0,7,0,1,1,1,0,0,0,30,0,18,4,0
25,0,229,2,2,1,342,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,21,23,0,0
